hideonbush,511W,441L,Challenger
오창창창,"","",Unranked
멜팅탁,"","",Unranked
멜팅탁,"","",Unranked
멜팅탁,"","",Unranked
hideonbush,511W,441L,Challenger
멜팅탁,"","",Unranked
